symbols,brain > body (default),brain >= body,brain non-zero
RDH14,0,0,1
FBRSL1,0,0,1
EPB41L5,0,1,1
KIAA1549,0,1,1
BEND3,0,0,1
RNF213,0,0,1
ZFP14,0,1,1
GPAM,0,1,1
ALS2,0,1,1
CHD8,0,0,1
ZDBF2,0,1,1
ZBTB26,0,0,1
CACHD1,0,1,1
VAT1L,1,1,1
ZSWIM6,0,1,1
LRRC4C,1,1,1
TNRC6C,0,1,1
KIAA1586,0,1,1
MAGEE1,1,1,1
ZNF317,0,0,1
USP37,0,0,1
DDX55,0,0,1
FANCM,0,0,1
SHTN1,1,1,1
CPNE5,1,1,1
FAM160B1,0,0,1
NCKAP5L,0,0,1
CWC22,0,0,1
GBA2,0,0,1
WDFY4,0,1,1
DENND1A,0,1,1
MEAK7,0,0,1
MIER1,0,0,1
SLC7A14,1,1,1
KIAA1614,0,1,1
ZNF529,0,1,1
SFMBT2,0,1,1
SEMA4G,0,1,1
PRX,0,1,1
PCDHB16,0,0,1
PPP4R4,1,1,1
ANO8,1,1,1
GPR107,0,1,1
METTL14,0,0,1
IGDCC4,0,1,1
EPG5,0,0,1
NCOA5,0,0,1
WDR19,0,0,1
ANKRD36B,0,0,1
SPTBN4,1,1,1
ZFYVE28,1,1,1
GBA3,0,0,0
SCUBE2,0,1,1
TRIB3,0,0,1
ANKRA2,0,0,1
RBAK,0,0,1
MARK4,0,1,1
SUGP1,0,1,1
BRINP2,1,1,1
GATAD1,0,0,1
RAB40C,0,1,1
HES4,0,1,1
POLD4,0,0,1
CCAR2,0,0,1
HAMP,0,1,1
G6PC2,0,0,0
LSM2,0,0,1
CCNB1IP1,0,0,1
CCDC181,1,1,1
GRHL3,0,1,1
SLAMF7,0,0,1
HMHB1,0,0,0
RAP2C,0,0,1
C6orf47,0,0,1
CATSPERG,0,1,1
ZP4,0,0,0
KRTAP5-8,0,1,1
CYP4F11,0,1,1
SLC4A5,0,1,1
ZNF410,0,0,1
CADM3,1,1,1
SLC46A2,0,1,1
MUC3B,0,0,1
PTBP2,0,1,1
NGB,1,1,1
NEUROD4,0,0,0
NFE4,0,1,1
WFDC1,0,1,1
CTDSP1,0,0,1
CXCL16,0,0,1
SQOR,0,0,1
PLEKHB1,1,1,1
MS4A7,0,0,1
TP53INP2,1,1,1
SRPRB,0,0,1
ENOPH1,1,1,1
RHOU,0,1,1
LINC00474,0,0,0
NLRC4,0,1,1
TRAPPC1,0,1,1
ZBED5,0,0,1
CREBZF,0,0,1
PCTP,0,0,1
ABHD17C,0,1,1
RPRD1B,0,0,1
ZNF71,0,1,1
ZNF77,0,0,1
INIP,0,1,1
JAM2,0,1,1
OVOL2,0,0,0
LY6G5B,0,0,1
PRUNE1,0,0,1
MYL7,0,1,1
ZNF462,0,1,1
ZNF250,0,1,1
OPRPN,0,0,0
ARHGAP22,1,1,1
OSTC,0,0,1
SCAF1,0,1,1
KMT2C,0,0,1
CACTIN,0,0,1
PRODH2,0,0,0
DNASE2B,0,1,1
DLGAP3,1,1,1
EPS15L1,0,1,1
RP11-884K10.1,0,0,1
SINHCAF,0,0,1
RBM25,0,0,1
DMRT3,0,0,0
WIZ,0,0,1
MID1IP1,1,1,1
ABRACL,0,0,1
RRAGD,0,1,1
MYOZ1,0,1,1
LY6G6D,0,1,1
PRM3,0,0,0
SNX6,0,0,1
MPP4,0,1,1
IL22RA1,0,0,1
TMEM8A,0,0,1
IL21,0,0,0
CARD18,0,0,0
ENPP5,1,1,1
HIVEP3,0,1,1
EVA1C,0,0,1
ACE2,0,0,1
TLNRD1,0,1,1
NTN4,0,0,1
CACNG8,1,1,1
CACNG7,1,1,1
CACNG6,0,1,1
UBL5,0,1,1
SIGIRR,0,0,1
PRDM12,1,1,1
PRDM13,0,0,0
PLEKHA1,0,1,1
PLEKHA2,0,0,1
HRH4,0,0,1
TRPV4,0,0,1
SCPEP1,0,0,1
SENP2,0,1,1
ALOXE3,0,1,1
GNB4,0,0,1
TPT1P8,0,0,0
ZNF350,0,0,1
KLHL12,0,1,1
RXFP1,0,0,0
PBOV1,1,1,1
LGR6,0,1,1
TMEM35A,1,1,1
AFAP1,0,1,1
GPBP1L1,0,0,1
C12orf10,0,1,1
FAM3A,0,1,1
AVPI1,0,1,1
TSKS,0,0,1
SLC25A19,0,0,1
EDA2R,0,0,1
EXOC4,0,0,1
TGIF2,0,0,1
CDH26,0,1,1
TTTY2,0,0,0
BPESC1,0,0,0
BACH2,0,1,1
ELOVL5,0,1,1
SLC5A7,0,0,0
HAPLN2,1,1,1
SAV1,0,0,1
TRMT11,0,1,1
MRPS35,0,0,1
APOBEC3G,0,0,1
PPCDC,0,0,1
NIF3L1,0,1,1
CCDC90B,0,1,1
FASTKD5,0,0,1
CCDC81,0,1,1
HPSE2,0,1,1
AASDHPPT,1,1,1
NYX,0,0,0
AGBL5,0,0,1
LDAH,0,0,1
ELAC2,0,0,1
ALX4,0,1,1
GUF1,0,1,1
SPCS3,0,0,1
NAA35,0,0,1
RINT1,0,0,1
SCOC,1,1,1
KCNK15,0,0,1
DHX35,0,0,1
RIC8A,0,0,1
MIIP,0,0,1
ATG101,0,0,1
GAS5,0,0,1
PROK2,0,1,1
PAPPA2,0,1,1
CELF6,0,1,1
EEFSEC,0,0,1
CELF5,1,1,1
FKBP10,0,0,1
SMAP1,0,0,1
TRAPPC11,0,0,1
ZFAND3,0,0,1
C14orf93,0,0,1
SLC22A23,0,1,1
BCORL1,0,0,1
CELA2A,0,1,1
SRR,0,1,1
BCAN,1,1,1
ABHD4,0,0,1
MRPL17,0,0,1
PKNOX2,1,1,1
FAM204A,0,1,1
RNF123,0,0,1
THADA,0,0,1
UBE2O,0,1,1
VIPAS39,0,0,1
PIEZO2,0,1,1
HEATR6,0,0,1
SH2D4A,0,0,1
NSUN3,0,0,1
FAM111A,0,0,1
DUSP21,0,0,0
MANBAL,0,1,1
GPATCH3,0,0,1
NAPB,1,1,1
SLC17A9,0,0,1
BLOC1S5,0,0,1
ELMO2,0,1,1
GALNT11,0,1,1
ZBED8,0,1,1
CHTF18,0,1,1
TNN,0,0,1
CIDEC,0,0,1
ZNF335,0,0,1
ANKEF1,0,0,1
AC130454.1,0,0,1
XPNPEP3,0,0,1
MRPS14,0,1,1
CXorf56,0,1,1
MCUR1,0,1,1
ZNF667,1,1,1
PCIF1,0,0,1
FAM217B,1,1,1
GPSM3,0,0,1
NECAB3,0,1,1
FKBPL,0,0,1
DMRTC2,0,0,0
DMRTC1B,0,1,1
DMRTB1,0,0,0
DMRTA2,0,1,1
DMRTA1,0,0,1
CLSPN,0,1,1
TP53AIP1,0,1,1
KIF13A,0,0,1
NEUROG2,1,1,1
NEUROD6,1,1,1
PRDM16,0,1,1
PRDM15,0,0,1
PRDM14,0,0,0
FIGNL1,0,1,1
ANO3,1,1,1
MYO1G,0,0,1
TSPYL2,0,1,1
RBM26,0,0,1
PRSS22,0,0,1
OXCT2,0,1,1
PERP,0,0,1
MMP27,0,0,0
NPAS3,1,1,1
CDH23,0,1,1
C19orf33,0,0,1
LHPP,1,1,1
SLC28A3,0,0,1
RBKS,0,1,1
PBLD,0,1,1
GOLPH3,0,0,1
CLSTN2,0,1,1
MCCC2,0,0,1
SNX16,0,0,1
GAL3ST2,0,1,1
POPDC2,0,0,1
SAMSN1,0,0,1
SMOC1,1,1,1
SMOC2,0,0,1
GFRA4,0,0,0
EPB41L4A,0,0,1
PARVG,0,0,1
ELSPBP1,0,0,0
LRRC4,1,1,1
TNMD,0,0,0
CENPK,0,0,1
NPFFR1,1,1,1
RTP4,0,0,1
CRLF2,0,0,0
MAGEF1,0,1,1
NPVF,0,0,0
MOAP1,1,1,1
TMBIM1,0,0,1
VSIR,0,0,1
SLC39A8,0,1,1
DUS1L,0,0,1
RRAGC,0,0,1
FN3K,1,1,1
ADGRL4,0,0,1
NOD2,0,0,1
TINAGL1,0,0,1
LIN7B,1,1,1
XYLT1,0,1,1
XYLT2,0,0,1
IFIH1,0,0,1
ABCG4,1,1,1
RBSN,0,1,1
KIF9,0,1,1
C17orf75,0,1,1
DIO3OS,0,0,1
NCAPG,0,0,1
ERAP2,0,0,1
NECAB1,1,1,1
CARD9,0,1,1
OSGEPL1,0,1,1
DPEP2,0,0,1
P3H1,0,0,1
DPEP3,0,1,1
EDDM3B,0,0,0
IRF2BPL,0,0,1
POPDC3,1,1,1
MMS19,0,0,1
LHX5,0,0,0
DNAJC1,0,0,1
TFB2M,0,0,1
SEMA4A,0,1,1
PJA1,1,1,1
STRA6,0,0,1
ROBO3,0,1,1
TOR3A,0,0,1
MLST8,1,1,1
HERPUD2,0,0,1
ATL2,0,0,1
MS4A6A,0,0,1
MS4A5,0,0,0
PDLIM2,0,0,1
ABCG5,0,1,1
ABCG8,0,1,1
TENT4B,0,0,1
ARHGEF28,0,0,1
RAB17,0,0,1
RHBDF1,0,0,1
ZSCAN31,0,1,1
NOC3L,0,0,1
FBRS,0,0,1
RNF25,0,1,1
SOX17,0,0,1
NSD1,0,0,1
RFWD2,0,0,1
LMBR1,0,1,1
XPO4,0,0,1
NFKBIZ,0,0,1
ARHGAP9,0,0,1
HS1BP3,0,0,1
AZI2,0,0,1
HIF3A,0,0,1
NXN,0,0,1
SIL1,0,0,1
IKZF4,0,1,1
IKZF5,0,1,1
CHST8,1,1,1
MMP25,0,1,1
GREM2,0,1,1
ZMAT3,0,1,1
GMCL1,0,0,1
GMCL1P1,0,0,0
ZNF106,0,1,1
MPP5,0,1,1
HHIP,1,1,1
AKTIP,1,1,1
CDH24,0,1,1
CDH22,1,1,1
RGS18,0,1,1
GALNT17,1,1,1
KLHL25,0,1,1
ARAP3,0,0,1
GZF1,0,1,1
TMEM267,0,0,1
TMEM168,0,0,1
MTMR14,0,0,1
SUSD1,0,0,1
DCLRE1C,0,0,1
ATG3,0,1,1
INF2,0,1,1
POLR1E,0,0,1
SUDS3,0,0,1
TTC31,0,0,1
NARFL,0,1,1
ZDHHC6,0,0,1
PCNX4,0,1,1
ACTR6,0,1,1
MRPS25,0,0,1
NOM1,0,0,1
DNAI2,0,1,1
CSMD1,1,1,1
TPSB2,0,0,1
CPEB1,1,1,1
TEKT3,0,1,1
ALDH8A1,0,1,1
NDST4,0,0,0
CLEC7A,0,0,1
GPR135,0,1,1
TSPY2,0,0,0
TTTY15,0,1,1
MOSPD3,0,0,1
GIGYF1,0,0,1
PLA2G2F,0,0,0
VPS16A,0,0,1
EBF2,0,0,1
MFSD14A,0,0,1
SPANXD,0,0,0
CSRNP1,0,0,1
SPANXC,0,0,0
ANAPC1,0,0,1
GORASP1,0,0,1
CTAGE1,0,0,0
TMPRSS3,0,1,1
COPS7B,0,0,1
NUCKS1,0,1,1
HS3ST6,0,0,0
PDIA2,1,1,1
UNKL,0,0,1
WDR13,0,1,1
SMAP2,0,1,1
METTL17,0,0,1
ACBD3,0,0,1
MFSD1,0,0,1
PLPPR2,0,1,1
SMURF2,0,0,1
CCDC136,1,1,1
SMYD3,0,1,1
C16orf58,0,0,1
ATPAF1,1,1,1
MARC1,0,1,1
TNS3,0,1,1
FAM160B2,0,0,1
PARP12,0,0,1
GAREM1,0,1,1
ZNF574,0,0,1
CREB3L2,0,0,1
S100PBP,0,1,1
IPPK,0,1,1
MEAF6,0,1,1
CCDC14,0,0,1
ILRUN,0,0,1
ENGASE,0,0,1
PCED1A,0,1,1
C11orf1,0,1,1
RMND5B,0,0,1
FNDC3B,0,0,1
MTHFSD,0,0,1
MICAL1,0,1,1
CERK,0,1,1
AEN,0,0,1
RBM15,0,0,1
CRTC3,0,0,1
GINS3,0,1,1
TBC1D15,0,0,1
EPS8L2,0,0,1
LMF1,0,1,1
EXO5,0,0,1
IFT22,0,1,1
CEP85,0,1,1
DDX31,0,0,1
RMND5A,0,1,1
DEPTOR,0,0,1
IQCH,0,1,1
EFCAB6,0,1,1
ARV1,0,1,1
NMNAT1,0,0,1
P2RY12,1,1,1
IL25,0,1,1
CYP3A43,0,1,1
ELOVL1,0,0,1
KLC2,1,1,1
FNDC4,1,1,1
FBXL17,1,1,1
PORCN,0,1,1
GNPNAT1,0,0,1
ISL2,0,0,0
MARCH7,0,0,1
SPATA20,0,1,1
YTHDC2,0,0,1
SLC13A3,1,1,1
ETNPPL,1,1,1
TUT1,0,0,1
AIDA,0,0,1
USP46,1,1,1
NIBAN2,0,0,1
VWA1,0,1,1
PLEKHG2,0,0,1
DCLRE1B,0,1,1
NABP1,0,0,1
ARMCX5,0,0,1
METTL4,0,0,1
RFX7,0,0,1
CDCP1,0,0,1
PCDH20,1,1,1
PAPOLG,0,0,1
C12orf43,0,1,1
LPIN3,0,0,1
RANBP17,0,1,1
AGXT2,0,0,0
BCL11B,0,1,1
CASD1,1,1,1
LRRC19,0,1,1
SLC30A5,0,0,1
CCDC71,0,0,1
RASAL3,0,0,1
TTC23,0,0,1
MRPL14,0,0,1
STAG3L4,0,0,1
NT5DC2,0,0,1
CENPH,0,0,1
MRPS26,0,1,1
MRPS24,0,0,1
MRPS15,0,0,1
MRPS11,0,1,1
MRPS9,0,0,1
MRPS6,0,0,1
MRPS5,0,0,1
MRPL41,1,1,1
MRPL40,0,0,1
MRPL38,0,0,1
MRPL36,0,0,1
MRPL34,0,0,1
MRPL32,0,0,1
MRPL11,0,0,1
MRPL9,0,0,1
MRPL1,0,0,1
NDRG4,1,1,1
SLC26A6,0,0,1
SLC26A10,0,1,1
PINK1,1,1,1
REEP1,1,1,1
GPBP1,0,1,1
ACD,0,1,1
RAPH1,0,0,1
CDK15,0,0,1
TMEM237,0,1,1
NBEAL1,0,0,1
RTN4R,1,1,1
MRPL44,0,0,1
VPS33A,0,1,1
NOL6,0,0,1
TMEM135,0,0,1
JMJD4,0,0,1
KRI1,0,0,1
MARCKSL1,1,1,1
UPF3B,0,1,1
UPF3A,0,1,1
RSRC2,0,0,1
PRAMEF1,0,0,0
PRAMEF2,0,0,0
INTS3,0,0,1
SOWAHC,0,0,1
WNK1,0,1,1
PCDH15,1,1,1
NADK,0,0,1
ZFP69B,1,1,1
SPATS2,0,1,1
ZSWIM4,0,0,1
CPLANE1,0,0,1
ZNF649,0,0,1
MPPE1,0,0,1
COA7,0,1,1
PYCR3,0,1,1
UBE2Z,0,0,1
C8orf33,0,1,1
WNK4,0,0,1
WNK3,0,1,1
WNK2,0,1,1
STK33,0,1,1
PLEKHA3,0,1,1
PHACTR4,0,0,1
BRD9,0,0,1
CAPRIN2,0,1,1
ZSCAN18,0,1,1
GRAMD2B,0,1,1
AACS,0,1,1
ZBTB10,0,0,1
KCTD14,0,0,1
ZNF747,0,0,1
DLK2,1,1,1
FAM173A,0,1,1
FUNDC2,0,0,1
DDRGK1,0,1,1
MRPS34,0,0,1
AC016629.3,0,1,1
RASL11B,0,1,1
C11orf95,0,1,1
LRRC61,0,1,1
TMEM108,1,1,1
CYP4F12,0,0,1
LYNX1,0,1,1
CHID1,0,0,1
TRAK2,0,1,1
SLC2A11,1,1,1
MTMR9,1,1,1
BOLL,0,0,0
DUSP26,1,1,1
CRELD1,0,1,1
MRPL57,0,1,1
COLEC11,0,0,1
OTUB2,0,1,1
PCYOX1L,0,1,1
YIPF2,0,0,1
PRR14,0,0,1
C17orf53,0,0,1
C7orf49,0,0,1
GDAP1L1,1,1,1
C8ORF51,0,0,1
LRFN4,0,1,1
AUNIP,0,1,1
VKORC1,0,0,1
TRIR,0,0,1
MIS12,0,0,1
CUEDC2,0,1,1
SCNM1,0,0,1
METRN,1,1,1
DBNDD1,1,1,1
SLX1B,0,0,1
DDX50,0,0,1
CAMKV,1,1,1
RP11-445H22.3,1,1,1
DDA1,0,1,1
GGCT,0,1,1
GID4,0,0,1
CENPM,0,1,1
C7orf25,0,1,1
TMEM106C,0,0,1
NUP37,0,0,1
SMIM2,0,0,0
FNDC11,0,1,1
AHNAK,0,0,1
ZNF655,0,0,1
SPATA5L1,0,0,1
PDCL3,0,0,1
ERI3,1,1,1
C7orf26,0,0,1
NABP2,0,1,1
KXD1,0,0,1
PVRIG,0,1,1
ZFYVE21,0,1,1
DDX54,0,0,1
TMEM38A,1,1,1
TSEN34,0,0,1
KCTD15,0,1,1
SECISBP2,0,0,1
NOC4L,0,0,1
ALG8,0,1,1
TRPM8,0,1,1
PRRG4,0,0,1
PRRG3,1,1,1
ASPSCR1,0,1,1
TMEM223,0,0,1
ATG9A,0,1,1
METTL16,0,0,1
FTO,0,1,1
KDELC1,0,0,1
ELOVL6,0,1,1
FASTKD3,0,0,1
TMEM109,0,0,1
C2orf49,0,1,1
DSCC1,0,1,1
DCTPP1,0,0,1
C1orf50,0,1,1
CCDC86,0,0,1
LBHD1,0,0,1
MLPH,0,0,1
WDR77,0,0,1
SLC25A23,1,1,1
SMIM7,0,0,1
ALG12,0,0,1
ZNF426,0,0,1
TMUB2,0,0,1
TRAPPC6A,0,0,1
METTL22,0,0,1
CARD14,0,1,1
CHAC1,1,1,1
C9orf16,1,1,1
C11orf49,1,1,1
TRIM48,0,0,0
C1orf116,0,0,1
RP1-10C16.2,0,0,1
TAF1D,0,0,1
RNF26,0,0,1
MAPKAP1,0,1,1
DHX58,0,0,1
NDUFAF5,0,1,1
TMEM185B,0,0,1
APOO,1,1,1
LY6G6E,0,0,0
RETREG2,0,1,1
DERL1,0,0,1
CCDC28B,0,1,1
PHF23,0,0,1
MBOAT7,0,1,1
PPDPF,0,0,1
CHCHD7,0,1,1
FKRP,0,0,1
MMP28,0,1,1
ZSCAN5A,0,1,1
FA2H,1,1,1
GDPD3,0,0,1
DHRS11,0,1,1
TNIP2,0,0,1
PLEKHF1,0,0,1
MFSD11,0,0,1
GNPTAB,0,1,1
NOL12,0,1,1
LINC01711,0,1,1
TMEM243,0,0,1
LENG1,0,0,1
LILRP2,0,0,0
LILRA6,0,0,1
C1orf35,0,1,1
PRR15L,0,0,1
RBM42,0,0,1
CENPO,0,1,1
C19orf57,0,1,1
CRELD2,0,0,1
ZNF343,0,0,1
FBXL15,0,1,1
ZNF576,0,1,1
THTPA,0,0,1
EFHD2,0,1,1
TTPAL,0,0,1
BRCC3,0,1,1
FSD1,1,1,1
TMEM43,0,0,1
IRX6,0,1,1
IRX3,0,0,1
IRX1,0,1,1
THOC6,0,0,1
ZNF557,0,0,1
MMEL1,0,1,1
DCAF10,0,0,1
OR13A1,0,1,1
OR5H6,0,0,0
OR5H2,0,0,0
OR7E91P,0,0,0
OR4K5,0,0,0
OR51G1,0,0,0
OR51B4,0,0,0
OR51B2,0,0,0
RSG1,0,1,1
ZXDC,0,0,1
BHLHE41,1,1,1
HMGN5,0,1,1
FCRL2,0,0,0
B3GNT4,1,1,1
BCL2L14,0,1,1
NOX5,0,1,1
GLB1L,0,0,1
KREMEN2,0,1,1
ZBED2,0,0,0
LRFN3,0,1,1
CYBC1,0,0,1
HAUS3,0,0,1
LRRC2,0,1,1
FYCO1,0,0,1
BIRC7,0,1,1
WDR25,0,1,1
PAGR1,0,1,1
ULBP3,0,0,0
OR52N1,0,0,0
OR4F5,0,0,1
OR2A4,0,0,0
OR4K1,0,0,0
RIPOR1,0,1,1
MAIP1,0,0,1
NKAIN1,1,1,1
GCC1,0,0,1
ATP13A3,0,0,1
TTC13,0,0,1
EPS8L3,0,1,1
ABHD8,1,1,1
NKAP,0,1,1
CDC73,0,0,1
SLC52A2,0,0,1
SPAG16,0,1,1
TMEM231,0,1,1
CORO7,0,1,1
CHPF,0,1,1
CARS2,0,0,1
RNF128,0,1,1
MRPL24,0,0,1
ARMH3,0,0,1
MUL1,0,0,1
SAP130,0,0,1
RNF219,0,1,1
CEP97,1,1,1
TCTN1,0,0,1
ADIPOR2,0,1,1
CERS4,0,1,1
PGBD5,1,1,1
FAM118B,0,1,1
RIC3,0,1,1
VCPKMT,0,0,1
ACSS3,0,1,1
NAA16,0,0,1
TANGO6,0,0,1
CCNJL,0,1,1
HMBOX1,0,1,1
RNASEH2B,0,0,1
SNRNP25,1,1,1
GALNT14,0,1,1
ARMT1,0,0,1
NDNF,0,0,1
TNFAIP8L2,0,1,1
OGFRL1,1,1,1
SH3TC2,1,1,1
OCEL1,0,0,1
C1orf54,0,1,1
EFL1,0,0,1
FAM184A,1,1,1
FAT4,0,0,1
SCRN3,1,1,1
CCDC121,0,1,1
ARMC7,0,0,1
TMEM53,0,1,1
C22orf46,1,1,1
ROGDI,1,1,1
ARSJ,0,0,1
CHMP6,0,0,1
SRD5A3,0,1,1
EFCAB1,0,1,1
PANK3,0,1,1
AKIRIN1,0,1,1
MCPH1,0,0,1
MAP7D3,0,0,1
USB1,0,0,1
RHBDF2,0,0,1
TMEM204,0,0,1
HECTD3,0,0,1
BEND5,0,1,1
RPAP3,0,0,1
ARHGAP10,0,0,1
DYNC2H1,0,1,1
PPP1R3B,0,0,1
NEIL1,0,1,1
HSPBAP1,0,0,1
ICE2,0,0,1
DHX40,0,0,1
PLEKHF2,0,0,1
AC021860.1,0,0,1
PARP8,0,0,1
C3orf52,0,0,1
ZCCHC6,0,0,1
NLRX1,0,0,1
FN3KRP,0,1,1
ZNF329,0,1,1
VEPH1,0,1,1
FASTKD1,0,1,1
OGFOD2,0,0,1
SMC6,0,0,1
VTCN1,0,1,1
RTL10,0,1,1
CENPU,0,0,1
ZDHHC14,1,1,1
MSANTD2,0,0,1
SAP30L,0,1,1
LINC00341,0,0,1
STEAP4,0,0,1
GAL3ST4,0,1,1
QTRT2,0,0,1
ZNF322,0,0,1
YRDC,0,0,1
MANEA,0,0,1
GALNT12,0,1,1
ZC2HC1C,0,1,1
RIOX1,0,0,1
ZMAT4,1,1,1
ZYG11B,0,1,1
OGFOD3,0,0,1
C11orf80,0,1,1
LRRK1,0,0,1
PRKRIP1,0,1,1
NOL9,0,0,1
COLGALT1,0,0,1
MORC4,0,0,1
IPO4,0,0,1
GTDC1,1,1,1
IGFLR1,0,0,1
CCDC51,0,0,1
NPEPL1,0,0,1
PPCS,0,0,1
TBL1XR1,0,0,1
AAGAB,0,0,1
VPS37B,0,0,1
ANKRD55,1,1,1
SUV39H2,0,1,1
ZNF768,0,0,1
THAP9,0,1,1
WDR59,0,0,1
LIN28A,0,0,0
PALB2,0,0,1
SH3D21,0,1,1
NSUN7,0,0,1
NARS2,0,0,1
E2F8,0,0,1
KCTD17,1,1,1
TBC1D17,0,1,1
TEFM,0,0,1
BBS10,0,1,1
TTLL7,1,1,1
ZBBX,1,1,1
CCDC7,0,1,1
DIPK2B,0,0,1
ZNF419,0,1,1
CLIP4,0,1,1
ECHDC3,0,0,1
ADGB,0,0,0
LMAN1L,0,1,1
ZNF385D,0,1,1
SLC25A22,1,1,1
ZFAND1,0,0,1
SNIP1,0,0,1
ASB13,0,1,1
ZNF750,0,0,1
DHRS12,0,0,1
ZNF668,0,1,1
GEMIN7,0,0,1
C1orf115,0,1,1
ISOC2,0,0,1
ELMO3,0,0,1
KATNBL1,0,1,1
TXNDC15,0,1,1
MCTP1,1,1,1
GRTP1,0,0,1
ZFHX4,0,1,1
ACBD4,0,1,1
MICALL2,0,1,1
CCDC82,0,1,1
IQCA1,1,1,1
LRRC31,0,1,1
SUGCT,0,0,1
MYH14,0,1,1
RERGL,0,1,1
KLHL36,0,0,1
ZNF665,0,0,1
CLMN,0,0,1
FBXO31,0,1,1
GSDMD,0,0,1
C12orf49,1,1,1
ALG9,0,0,1
ZNF408,0,0,1
ARMC5,0,1,1
UGT2A3,0,0,0
CARF,0,0,1
SHCBP1,0,1,1
HHIPL2,0,1,1
HPS6,0,0,1
HAND2-AS1,0,0,1
VASH2,0,1,1
GSTCD,0,1,1
TTC21B,0,0,1
PTCD2,0,1,1
SLTM,0,0,1
MMRN2,0,0,1
EHMT1,0,0,1
AGMAT,0,1,1
NIPAL2,0,0,1
TLE6,0,0,1
MOB3B,0,1,1
ZNF552,0,0,1
WDR78,0,1,1
CATSPERB,0,0,0
ARHGAP28,0,0,1
CAMKMT,1,1,1
EFCC1,0,0,1
CLMP,0,0,1
METTL8,0,1,1
NAA40,0,1,1
ZMYM1,0,0,1
KDM8,0,1,1
QSER1,0,0,1
GEMIN6,0,1,1
PEAK1,0,0,1
LONRF3,0,0,1
PIP4K2C,0,1,1
TMC5,0,0,1
CCDC102B,0,1,1
NHEJ1,0,0,1
AGBL2,0,0,1
ZBTB3,0,0,1
FAM124B,0,0,1
ZDHHC11,0,1,1
RNF122,0,0,1
CFAP69,0,0,1
MFSD13A,1,1,1
CSPP1,0,1,1
PDZD3,0,1,1
FAM57A,0,0,1
EPHX3,0,0,1
TM4SF20,0,1,1
LINC00115,0,0,1
SNX22,1,1,1
AC024940.3,0,0,1
NEK11,0,1,1
TUBAL3,0,1,1
ZNF669,0,0,1
RBFA,0,0,1
C11orf63,0,1,1
TREML2,0,1,1
BORA,0,0,1
TCTN2,0,1,1
ALG13,0,0,1
CPSF7,0,0,1
BAALC,1,1,1
RPAP2,0,1,1
CBLL1,0,0,1
NUDT18,0,1,1
RABEP2,0,0,1
THSD4,0,0,1
UBA5,0,0,1
DCAKD,0,1,1
CCDC134,0,0,1
ZC3H14,0,0,1
PODNL1,0,1,1
MAP9,1,1,1
HDAC11,1,1,1
CAAP1,0,0,1
PLBD1,0,0,1
LPCAT1,0,1,1
RIN3,0,0,1
ZNF671,0,1,1
MCMBP,0,0,1
GGNBP2,0,0,1
ZNF672,0,0,1
ATP8B4,0,0,1
THNSL1,0,1,1
RPP21,0,1,1
ZNF613,0,0,1
PRR5L,0,1,1
CYBRD1,0,0,1
NUP85,0,0,1
NAA60,0,1,1
TMC7,1,1,1
MORN1,0,1,1
BTNL8,0,1,1
PYROXD1,0,0,1
ACTR5,0,0,1
ATAD5,0,0,1
MAGIX,0,1,1
SETD6,0,0,1
C2orf54,0,1,1
TCEAL4,0,1,1
MRM1,0,0,1
NANOGP8,0,0,0
ADM2,0,0,1
SPEF2,0,1,1
FAM110D,0,0,1
MAP6D1,1,1,1
DOK3,0,1,1
TNIP3,0,0,0
KIAA0319L,0,1,1
SYNPO2L,0,1,1
COQ8B,0,0,1
CNTD2,0,1,1
CNTNAP3,0,1,1
SLC35E1,0,0,1
LINC00472,0,0,1
ZNF696,0,1,1
L2HGDH,0,1,1
C10orf95,0,1,1
DHDDS,0,1,1
AC006273.1,0,0,1
PLEKHS1,0,0,0
SYNDIG1,1,1,1
NOL10,0,0,1
PDZD7,1,1,1
ERMP1,0,1,1
PAQR6,1,1,1
DENND1C,0,0,1
CEP76,0,1,1
JADE1,0,0,1
DENND2D,0,0,1
DNAJC22,0,1,1
ABCA11P,0,1,1
SCD5,1,1,1
WDR76,0,0,1
ATAT1,1,1,1
ZNF767P,0,1,1
WLS,0,1,1
ZNF442,0,0,1
CPED1,0,0,1
GRHL2,0,0,1
TRMT2B,0,0,1
DSN1,0,0,1
FRMD1,0,0,0
DNAJB14,0,1,1
POF1B,0,0,1
ZNF702P,0,1,1
SVEP1,0,0,1
TTC26,0,0,1
PLEKHH3,0,0,1
STN1,0,0,1
AGPAT4-IT1,1,1,1
ELOVL7,1,1,1
ANKRD53,0,0,1
AC007952.2,0,0,1
GREB1L,0,1,1
PCNX2,1,1,1
ESRP2,0,0,1
DOCK5,0,0,1
TRAPPC13,0,1,1
C10orf88,0,1,1
TMEM156,0,1,1
RMI1,0,1,1
FAM192A,0,1,1
PHC3,0,0,1
MINDY3,0,1,1
WWC2,0,0,1
DGLUCY,0,1,1
NAA25,0,0,1
UBTD1,0,1,1
FOXRED2,1,1,1
TMEM62,0,1,1
MYO15B,0,0,1
NRSN2,1,1,1
SLC8B1,0,0,1
PANK2,0,1,1
FBXL18,0,1,1
SEMA6D,0,1,1
ZNF556,0,1,1
CSRNP3,1,1,1
ANP32A-IT1,0,0,1
TRPM3,1,1,1
FAM106A,0,0,1
